cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
1 128 365 0 0 0 0 0 1.0064 0 0.9571 -0.0852 0.2198 0.2753 1 1.7102 0.9198 -0.0134 0.3851 0.4728 0.99 2.4268 0.8842 -0.1021 0.3258 0.3501 1 1.458 -0.2379 0.2379 NA NA 1 0.6357 -0.0175 0.0175 -0.0175 0.9825 1 1.2755 -0.0993 0.0993 -0.0993 0.9007 1 1.1961 0 0
1 129 442 0 0 0 0 0 1.0051 0 0.8494 -0.2136 0.4416 0.5505 0.9167 1.7736 0.8733 -0.2187 0.4909 0.6408 0.95 2.3415 0.9457 -0.1668 0.2354 0.3075 1 1.5596 0.0571 0.0571 NA NA 1 0.6009 -0.2262 0.2262 -0.2262 0.7738 1 1.0674 -0.2482 0.2482 -0.2482 0.7518 1 1.0233 0 0
1 130 428 0 0 0 0 0 1.0035 0 0.9519 0.6558 0.6558 0.7558 0.8333 1.8628 0.8502 0.6988 0.8149 0.9799 0.74 2.4542 0.9767 0.5969 0.5969 0.6522 0.65 1.5208 -0.2188 0.2188 NA NA 1 0.7331 -0.1617 0.1617 -0.1617 0.8383 1 1.201 -0.2276 0.2276 -0.2276 0.7724 1 1.1844 0 0
1 131 419 0 0 0 0 0 1.0092 0 0.9406 0.0155 0.2648 0.3073 1 1.7536 0.9155 -0.0473 0.4333 0.543 1 2.7216 0.8932 -0.2212 0.304 0.3963 1 1.7005 -0.0773 0.0773 NA NA 1 0.6118 0.5295 0.5295 0.5295 1.5295 1 1.8653 0.4826 0.4826 0.4826 1.4826 1 1.8133 0 0
1 132 407 0 0 0 0 0 1.0042 0 0.9298 0.3051 0.4795 0.5268 1 1.7727 0.8957 0.198 0.4343 0.5392 0.98 2.3227 0.9642 0.1002 0.1822 0.2253 1 1.5119 0.0037 0.0037 NA NA 1 0.5827 -0.3513 0.3513 -0.3513 0.6487 1 0.9522 -0.3663 0.3663 -0.3663 0.6337 1 0.9303 0 0
1 133 414 0 0 0 0 0 1.0033 0 0.9264 -1.1601 1.1601 1.2086 0.25 1.9482 0.8707 -1.1729 1.2 1.3484 0.62 2.927 0.9759 -1.2505 1.2505 1.2607 0.16 1.9936 0.1404 0.1404 NA NA 1 0.6645 0.4111 0.4111 0.4111 1.4111 1 1.9003 0.3324 0.3324 0.3324 1.3324 1 1.6933 0 0
1 134 468 0 0 0 0 0 1.0042 0 0.9813 0.4324 0.4933 0.6317 1 1.9261 0.8846 0.2912 0.5116 0.6403 0.94 2.4144 0.8696 0.4025 0.4547 0.5335 0.78 1.5982 0.0676 0.0676 NA NA 1 0.6745 -0.26 0.26 -0.26 0.74 1 1.0865 -0.2872 0.2872 -0.2872 0.7128 1 1.0363 0 0
1 135 623 0 0 0 0 0 1.0037 0 0.9253 -0.1328 0.3453 0.4994 0.9167 1.7303 0.8395 -0.1851 0.6313 0.793 0.88 2.2738 0.8319 0.0733 0.4773 0.5362 1 1.5865 0.2795 0.2795 NA NA 1 0.6225 -0.2136 0.2136 -0.2136 0.7864 1 1.0848 -0.3004 0.3004 -0.3004 0.6996 1 0.9516 0 0
1 136 479 0 0 0 0 0 1.0037 0 0.9529 0.273 0.3927 0.6373 0.8333 1.8888 0.8759 0.1007 0.4937 0.6106 0.96 2.2783 0.9203 0.0526 0.2567 0.3037 1 1.4806 -0.0241 0.0241 NA NA 1 0.7487 -0.4625 0.4625 -0.4625 0.5375 1 0.8161 -0.4828 0.4828 -0.4828 0.5172 0 0.7953 0 0
1 137 413 0 0 0 0 0 1.0043 0 0.9517 0.0333 0.4206 0.4988 1 1.7669 0.8853 0.0503 0.5409 0.6724 0.92 2.2764 0.9069 2e-04 0.2656 0.3068 1 1.6067 0.1363 0.1363 NA NA 1 0.6615 -0.331 0.331 -0.331 0.669 1 0.9447 -0.3651 0.3651 -0.3651 0.6349 1 0.8796 0 0
1 138 486 0 0 0 0 0 1.0028 0 0.9475 -0.5309 0.6032 0.73 0.9167 1.8494 0.8822 -0.5078 0.6442 0.8093 0.86 2.3254 0.9503 -0.4305 0.436 0.4926 0.9 1.6452 0.1324 0.1324 NA NA 1 0.7549 -0.4157 0.4157 -0.4157 0.5843 1 0.9507 -0.4514 0.4514 -0.4514 0.5486 1 0.8867 0 0
1 139 353 0 0 0 0 0 1.003 0 0.9224 0.1202 0.384 0.5636 0.9167 1.7802 0.8552 0.0475 0.4649 0.5968 0.92 2.2087 0.9048 0.0855 0.321 0.3842 1 1.5414 0.181 0.181 NA NA 1 0.734 -0.4364 0.4364 -0.4364 0.5636 1 0.8435 -0.4771 0.4771 -0.4771 0.5229 0 0.7727 0 0
1 140 284 0 0 0 0 0 1.003 0 0.9581 -0.1894 0.5433 0.7395 0.8333 1.9839 0.8673 -0.2043 0.5297 0.689 0.87 2.1513 0.936 -0.1866 0.41 0.4773 0.83 1.4266 -0.0151 0.0151 NA NA 1 0.8599 -0.6436 0.6436 -0.6436 0.3564 0 0.7052 -0.6593 0.6593 -0.6593 0.3407 0 0.6849 0 0
1 141 461 0 0 0 0 0 1.0059 0 0.9813 -0.3079 0.4054 0.5077 1 1.8355 0.8437 -0.2257 0.5518 0.6916 0.91 2.2671 0.914 -0.3155 0.4304 0.5046 0.87 1.6873 0.2978 0.2978 NA NA 1 0.7077 -0.3087 0.3087 -0.3087 0.6913 1 1.0103 -0.4008 0.4008 -0.4008 0.5992 1 0.8607 0 0
1 142 325 1 0 0 0 0 1.002 0 0.955 0.3368 0.5769 0.8195 0.9167 1.9634 0.863 0.1178 0.6437 0.8015 0.86 2.2679 0.9711 0.233 0.4436 0.5146 0.82 1.4654 0.0698 0.0698 NA NA 1 0.8174 -0.4389 0.4389 -0.4389 0.5611 1 0.8798 -0.4662 0.4662 -0.4662 0.5338 1 0.8537 1 0
1 143 494 0 0 0 0 0 1.0043 0 0.7865 0.3648 0.4929 0.5908 0.9167 1.7344 0.9136 0.3615 0.4707 0.5922 0.96 2.3827 0.9223 0.2979 0.3445 0.4167 0.98 1.5689 -0.1168 0.1168 NA NA 1 0.6733 -0.3041 0.3041 -0.3041 0.6959 1 1.0059 -0.3335 0.3335 -0.3335 0.6665 1 0.9856 0 0
1 144 438 0 0 0 0 0 1.0067 0 0.9786 0.6903 0.6903 0.7225 0.75 1.7758 0.8847 0.8226 0.8542 0.9992 0.86 2.8282 0.9157 0.7922 0.7922 0.8908 0.64 1.8423 0.1061 0.1061 NA NA 1 0.5833 0.739 0.739 0.739 1.739 1 2.348 0.6732 0.6732 0.6732 1.6732 1 2.143 0 0
1 145 390 0 0 0 0 0 1.006 0 0.9065 -0.5387 0.5512 0.6333 0.8333 1.6957 0.8878 -0.4745 0.5724 0.6929 0.91 2.4467 0.9619 -0.3731 0.3731 0.4302 0.89 1.5619 -0.0741 0.0741 NA NA 1 0.6379 -0.0582 0.0582 -0.0582 0.9418 1 1.2487 -0.0886 0.0886 -0.0886 0.9114 1 1.2189 0 0
1 146 332 0 0 0 0 0 1.0041 0 0.9707 -0.4209 0.4809 0.6179 1 1.9177 0.8773 -0.383 0.638 0.799 0.89 2.3674 0.9893 -0.4074 0.4074 0.4746 0.89 1.4947 -0.1966 0.1966 NA NA 1 0.7608 -0.3671 0.3671 -0.3671 0.6329 1 0.9695 -0.4116 0.4116 -0.4116 0.5884 1 0.9577 0 0
1 147 373 0 0 0 0 0 1.0027 0 0.9829 0.0693 0.2289 0.2911 1 1.7092 0.9215 0.0378 0.3865 0.4802 1 2.3929 0.9168 0.0778 0.3957 0.4545 0.92 1.6172 0.1247 0.1247 NA NA 1 0.6175 -0.0482 0.0482 -0.0482 0.9518 1 1.1868 -0.0905 0.0905 -0.0905 0.9095 1 1.1058 0 0
1 148 496 0 0 0 0 0 1.0053 0 0.8998 0.5821 0.6348 0.8217 0.75 1.8053 0.8457 0.463 0.6804 0.8286 0.84 2.3454 0.919 0.4215 0.4424 0.5131 0.79 1.5365 0.044 0.044 NA NA 1 0.6307 -0.3532 0.3532 -0.3532 0.6468 1 0.9233 -0.3717 0.3717 -0.3717 0.6283 1 0.8945 0 0
1 149 448 0 0 0 0 0 1.0043 0 0.9751 0.0672 0.2885 0.3798 1 1.771 0.8982 0.0684 0.4148 0.5138 0.97 2.2658 0.8777 0.04 0.3475 0.4143 0.91 1.4781 0.0261 0.0261 NA NA 1 0.6699 -0.3188 0.3188 -0.3188 0.6812 1 0.9647 -0.3396 0.3396 -0.3396 0.6604 1 0.926 0 0
1 150 449 0 0 0 0 0 1.0032 0 0.9499 -0.4861 0.5075 0.6357 0.9167 1.7936 0.893 -0.3848 0.5876 0.7108 0.91 2.4412 0.9644 -0.4087 0.4087 0.4692 0.91 1.5963 -0.0119 0.0119 NA NA 1 0.7221 -0.157 0.157 -0.157 0.843 1 1.1524 -0.1874 0.1874 -0.1874 0.8126 1 1.1077 0 0
1 151 392 0 0 0 0 0 1.0042 0 0.9346 -0.011 0.2875 0.3747 1 1.7814 0.9038 -0.0893 0.4268 0.5458 0.97 2.643 0.9292 -0.2393 0.2813 0.3849 1 1.7149 -0.0402 0.0402 NA NA 1 0.6613 0.1598 0.1598 0.1598 1.1598 1 1.4054 0.1253 0.1253 0.1253 1.1253 1 1.3653 0 0
1 152 570 0 0 0 0 0 1.0055 0 0.9065 0.4385 0.5523 0.6304 0.8333 1.7496 0.8951 0.2425 0.5333 0.6881 0.92 2.1895 0.9321 0.3326 0.385 0.5036 0.81 1.4626 -0.0213 0.0213 NA NA 1 0.73 -0.4877 0.4877 -0.4877 0.5123 0 0.7893 -0.5055 0.5055 -0.5055 0.4945 0 0.7586 0 0
1 153 360 0 0 0 0 0 1.0039 0 0.9384 -0.4911 0.4911 0.5611 1 1.7178 0.8728 -0.3624 0.5623 0.6981 0.93 2.5564 0.8551 -0.3966 0.49 0.6102 0.7 1.5892 -0.0377 0.0377 NA NA 1 0.5583 0.2641 0.2641 0.2641 1.2641 1 1.5558 0.2354 0.2354 0.2354 1.2354 1 1.5176 0 0
1 154 386 0 0 0 0 0 1.0049 0 0.9483 -0.6991 0.8717 0.9822 0.5 1.819 0.8695 -0.6149 0.7293 0.8685 0.77 2.2472 0.9611 -0.4574 0.4574 0.5224 0.82 1.4461 -0.0806 0.0806 NA NA 1 0.7055 -0.4654 0.4654 -0.4654 0.5346 1 0.8272 -0.4863 0.4863 -0.4863 0.5137 1 0.8091 0 0
1 155 520 0 0 0 0 0 1.0018 0 0.9504 -0.5474 0.5474 0.6155 0.9167 1.7851 0.8768 -0.6261 0.7224 0.8596 0.78 2.3623 0.9734 -0.6775 0.6775 0.6973 0.52 1.6038 0.0702 0.0702 NA NA 1 0.7232 -0.3396 0.3396 -0.3396 0.6604 1 0.9559 -0.3665 0.3665 -0.3665 0.6335 1 0.9164 0 0
1 156 412 0 0 0 0 0 1.0073 0 0.9356 -0.0848 0.4357 0.5494 0.9167 1.9117 0.8942 0.0246 0.4764 0.612 0.96 2.5623 0.9716 -0.1264 0.2701 0.3235 1 1.6544 0.0559 0.0559 NA NA 1 0.6746 0.077 0.077 0.077 1.077 1 1.393 0.0382 0.0382 0.0382 1.0382 1 1.321 0 0
1 157 425 0 0 0 0 0 1.0054 0 0.913 -0.9076 0.9076 1.0702 0.6667 2.044 0.8527 -0.7384 0.8433 0.9996 0.75 2.4183 0.9744 -0.9117 0.9117 0.9567 0.41 1.6511 0.1412 0.1412 NA NA 1 0.8139 -0.394 0.394 -0.394 0.606 1 1.0319 -0.4365 0.4365 -0.4365 0.5635 1 0.9393 0 0
1 158 669 0 0 0 0 0 1.009 0 0.9081 -0.6334 0.6684 0.7767 0.75 1.8552 0.8362 -0.6585 0.7571 0.9101 0.8 2.3568 0.9505 -0.5389 0.5622 0.6477 0.8 1.7455 0.2644 0.2644 NA NA 1 0.6578 -0.1994 0.1994 -0.1994 0.8006 1 1.2014 -0.2878 0.2878 -0.2878 0.7122 1 0.9869 0 0
1 159 454 0 0 0 0 0 1.0015 0 0.8867 0.1833 0.3839 0.4351 1 1.7085 0.9073 -0.0118 0.4407 0.5858 0.95 2.2605 0.8488 0.0019 0.2883 0.3744 1 1.4606 -0.0528 0.0528 NA NA 1 0.6527 -0.3533 0.3533 -0.3533 0.6467 1 0.8829 -0.3736 0.3736 -0.3736 0.6264 1 0.8518 0 0
1 160 494 0 0 0 0 0 1.0024 0 0.9405 -0.8161 0.8161 0.871 0.5833 1.7124 0.8844 -0.7102 0.801 0.9402 0.77 2.5195 0.9583 -0.6802 0.6802 0.7105 0.85 1.8171 0.227 0.227 NA NA 1 0.5825 0.0353 0.0353 0.0353 1.0353 1 1.3809 -0.0478 0.0478 -0.0478 0.9522 1 1.2053 0 0
1 161 454 0 0 0 0 0 1.0047 0 0.8583 1.1086 1.1086 1.2347 0.3333 1.833 0.8397 0.7861 0.8932 1.0307 0.69 2.523 0.85 0.8364 0.839 0.9434 0.46 1.6226 -0.0178 0.0178 NA NA 1 0.6914 -0.1267 0.1267 -0.1267 0.8733 1 1.3081 -0.1549 0.1549 -0.1549 0.8451 1 1.2651 0 0
1 162 492 0 0 0 0 0 1.003 0 0.9037 0.0391 0.3232 0.3646 1 1.6493 0.8684 0.0169 0.4968 0.6481 0.91 2.0576 0.9854 0.0447 0.2484 0.2769 1 1.6111 0.3097 0.3097 NA NA 1 0.7685 -0.5249 0.5249 -0.5249 0.4751 0 0.806 -0.599 0.599 -0.599 0.401 0 0.6085 0 0
1 163 473 0 0 0 0 0 1.0015 0 0.9734 0.5366 0.5366 0.5686 1 1.7097 0.8499 0.442 0.5982 0.7273 0.91 2.4809 0.938 0.5421 0.5513 0.6078 0.85 1.57 -0.0487 0.0487 NA NA 1 0.5938 -0.0556 0.0556 -0.0556 0.9444 1 1.2658 -0.0798 0.0798 -0.0798 0.9202 1 1.249 0 0
1 164 366 0 0 0 0 0 1.0027 0 0.9097 0.0514 0.3616 0.4282 0.9167 1.6742 0.8896 0.0678 0.4675 0.5942 0.95 2.2793 0.9602 0.0049 0.351 0.3918 1 1.4802 0.008 0.008 NA NA 1 0.5753 -0.1677 0.1677 -0.1677 0.8323 1 1.1105 -0.1873 0.1873 -0.1873 0.8127 1 1.0802 0 0
1 165 394 0 0 0 0 0 1.0025 0 0.8663 -0.056 0.3361 0.4778 0.9167 1.6712 0.8882 -0.0767 0.4568 0.5879 0.9 1.8505 0.9244 -0.2167 0.2848 0.3556 0.93 1.3781 -0.0676 0.0676 NA NA 1 1.2727 -0.8012 0.8012 -0.8012 0.1988 0 0.4361 -0.8195 0.8195 -0.8195 0.1805 0 0.4185 0 0
1 166 502 0 0 0 0 0 1.0032 0 0.9562 -0.0282 0.3376 0.3947 1 1.7486 0.9099 0.0269 0.4146 0.5255 0.99 2.4724 0.9613 0.0314 0.2859 0.3208 1 1.6716 0.0899 0.0899 NA NA 1 0.5943 0.0794 0.0794 0.0794 1.0794 1 1.3704 0.042 0.042 0.042 1.042 1 1.3024 0 0
1 167 339 0 0 0 0 0 1.0034 0 0.9568 -0.5265 0.6087 0.691 0.9167 1.813 0.8767 -0.5119 0.7134 0.8665 0.84 2.3054 0.9091 -0.4217 0.4785 0.5475 0.75 1.4011 -0.2199 0.2199 NA NA 1 0.6526 -0.3566 0.3566 -0.3566 0.6434 1 0.8729 -0.4048 0.4048 -0.4048 0.5952 1 0.8512 0 0
1 168 468 0 0 0 0 0 1.0021 0 0.9248 -0.3969 0.4728 0.5833 0.8333 1.7749 0.8854 -0.4274 0.6026 0.7161 0.97 2.6329 0.8367 -0.4277 0.5058 0.577 0.83 1.6772 -0.0445 0.0445 NA NA 1 0.6395 0.2403 0.2403 0.2403 1.2403 1 1.585 0.2042 0.2042 0.2042 1.2042 1 1.5551 0 0
1 169 470 0 0 0 0 0 1.0038 0 0.9322 -0.5061 0.5061 0.6255 0.75 1.786 0.8615 -0.5153 0.6428 0.8066 0.87 2.6152 0.9598 -0.7106 0.7106 0.7435 0.63 1.6989 0.0053 0.0053 NA NA 1 0.641 0.131 0.131 0.131 1.131 1 1.4823 0.0997 0.0997 0.0997 1.0997 1 1.4318 0 0
1 170 527 0 0 0 0 0 1.0011 0 0.9633 -0.4383 0.6796 0.9196 0.8333 1.8999 0.8832 -0.1475 0.6707 0.8084 0.79 2.0233 0.9667 -0.3684 0.3861 0.4621 0.83 1.3995 0.0117 0.0117 NA NA 1 0.9048 -0.7125 0.7125 -0.7125 0.2875 0 0.5781 -0.7266 0.7266 -0.7266 0.2734 0 0.5582 0 0
1 171 404 0 0 0 0 0 1.006 0 0.9763 0.0302 0.1661 0.1964 1 1.6773 0.8984 0.0939 0.4199 0.5193 0.98 2.3402 0.9431 0.0578 0.2182 0.2582 1 1.5247 -0.0529 0.0529 NA NA 1 0.664 -0.3036 0.3036 -0.3036 0.6964 1 0.9507 -0.3265 0.3265 -0.3265 0.6735 1 0.9335 0 0
1 172 385 0 0 0 0 0 1.0029 0 0.9249 0.3366 0.4259 0.5036 0.9167 1.8124 0.9031 0.4351 0.5609 0.6876 0.96 2.5458 0.9318 0.4016 0.4034 0.4875 0.81 1.5703 -0.1133 0.1133 NA NA 1 0.6006 0.0788 0.0788 0.0788 1.0788 1 1.3877 0.0375 0.0375 0.0375 1.0375 1 1.3371 0 0
1 173 428 0 0 0 0 0 1.0025 0 0.9152 -0.1703 0.2345 0.3387 0.9167 1.6869 0.9088 -0.1259 0.4178 0.5471 0.97 2.41 0.9445 -0.2065 0.2256 0.3206 0.95 1.4802 -0.2434 0.2434 NA NA 1 0.4989 -0.0154 0.0154 -0.0154 0.9846 1 1.2528 -0.0918 0.0918 -0.0918 0.9082 1 1.1505 0 0
1 174 529 0 0 0 0 0 1.0026 0 0.9524 0.2282 0.311 0.3468 1 1.744 0.8944 0.3467 0.5824 0.715 0.94 2.5845 0.8735 0.2849 0.4214 0.5342 0.91 1.8224 0.1181 0.1181 NA NA 1 0.6499 0.0464 0.0464 0.0464 1.0464 1 1.5118 -0.0019 0.0019 -0.0019 0.9981 1 1.3936 0 0
1 175 311 0 0 0 0 0 1.0036 0 0.9511 -0.8493 0.8493 1.1406 0.6667 1.9874 0.8529 -0.5051 0.7526 0.9308 0.75 2.2468 0.9004 -0.5587 0.6293 0.7836 0.57 1.5095 0.1864 0.1864 NA NA 1 0.7149 -0.4451 0.4451 -0.4451 0.5549 1 0.8677 -0.485 0.485 -0.485 0.515 0 0.803 0 0
1 176 685 0 0 0 0 0 1.0045 0 0.934 0.0905 0.2839 0.3738 1 1.7517 0.8626 0.1426 0.4895 0.6328 0.95 2.2562 0.9742 0.0604 0.1303 0.1792 1 1.8266 0.3182 0.3182 NA NA 1 0.8187 -0.3227 0.3227 -0.3227 0.6773 1 1.1221 -0.4339 0.4339 -0.4339 0.5661 1 0.859 0 0
1 177 455 0 0 0 0 0 1.0032 0 0.9588 0.0596 0.3506 0.475 1 1.8746 0.8946 0.0045 0.4895 0.6005 0.97 2.4521 0.9297 0.1794 0.3485 0.3997 1 1.569 -0.0113 0.0113 NA NA 1 0.6765 -0.1292 0.1292 -0.1292 0.8708 1 1.2297 -0.1545 0.1545 -0.1545 0.8455 1 1.186 0 0
1 178 389 0 0 0 0 0 1.0051 0 0.9583 0.5664 0.5664 0.6412 0.9167 1.7123 0.887 0.5147 0.6489 0.7779 0.85 2.3872 0.9145 0.3455 0.3694 0.4659 0.81 1.5922 0.0647 0.0647 NA NA 1 0.5811 -0.1693 0.1693 -0.1693 0.8307 1 1.1103 -0.1924 0.1924 -0.1924 0.8076 1 1.0552 0 0
1 179 542 0 0 0 0 0 1.0037 0 0.9038 0.4704 0.4781 0.6676 0.8333 1.781 0.8642 0.361 0.571 0.6967 0.88 2.2503 0.9557 0.4743 0.4924 0.6034 0.91 1.8459 0.451 0.451 NA NA 0 0.6189 -0.2309 0.2309 -0.2309 0.7691 1 1.1961 -0.425 0.425 -0.425 0.575 1 0.8378 0 0
1 180 416 0 0 0 0 0 1.0062 0 0.8267 0.6346 0.6346 0.7756 0.75 1.7961 0.8694 0.4263 0.6427 0.7903 0.83 2.4259 0.9613 0.5202 0.5202 0.5658 0.82 1.5355 -0.1439 0.1439 NA NA 1 0.667 -0.226 0.226 -0.226 0.774 1 1.0587 -0.2647 0.2647 -0.2647 0.7353 1 1.0252 0 0
1 181 468 0 0 0 0 0 1.0043 0 0.9483 0.6537 0.6537 0.7268 0.75 1.7406 0.8919 0.5379 0.6439 0.777 0.87 2.5027 0.8844 0.4452 0.4578 0.5542 0.84 1.641 0 0 NA NA 1 0.6375 -0.0368 0.0368 -0.0368 0.9632 1 1.2553 -0.0633 0.0633 -0.0633 0.9367 1 1.2153 0 0
1 182 526 0 0 0 0 0 1.0044 0 0.9239 0.6833 0.6961 0.78 0.5833 1.83 0.8755 0.6903 0.7739 0.9427 0.83 2.7431 0.9756 0.8309 0.8309 0.8598 0.56 1.9123 0.1914 0.1914 NA NA 1 0.6209 0.3124 0.3124 0.3124 1.3124 1 1.7325 0.2225 0.2225 0.2225 1.2225 1 1.5493 0 0
1 183 408 0 0 0 0 0 1.0047 0 0.9464 -0.1994 0.3271 0.428 1 1.7412 0.8886 -0.1729 0.4743 0.6095 0.94 2.3948 0.9479 -0.304 0.3293 0.4068 0.98 1.6031 0.1015 0.1015 NA NA 1 0.6231 -0.1262 0.1262 -0.1262 0.8738 1 1.1313 -0.1599 0.1599 -0.1599 0.8401 1 1.0606 0 0
1 184 337 0 0 0 0 0 1.0046 0 0.9606 0.2618 0.316 0.3933 1 1.7732 0.8655 0.1136 0.4979 0.6106 0.98 2.564 0.8023 0.0686 0.3899 0.4642 1 1.717 0.128 0.128 NA NA 1 0.5847 0.326 0.326 0.326 1.326 1 1.5863 0.27 0.27 0.27 1.27 1 1.4975 0 0
1 185 481 0 0 0 0 0 1.0019 0 0.9582 -0.0871 0.2857 0.3649 1 1.7187 0.892 0.0153 0.4009 0.5339 0.96 2.3485 0.9518 -0.1703 0.1899 0.2809 0.96 1.4553 -0.2448 0.2448 NA NA 1 0.6154 -0.2424 0.2424 -0.2424 0.7576 1 1.0198 -0.3072 0.3072 -0.3072 0.6928 1 0.9559 0 0
1 186 464 0 0 0 0 0 1.0045 0 0.818 0.0723 0.3859 0.4004 1 1.6727 0.8884 0.1085 0.4372 0.5574 0.97 2.305 0.9004 0.1496 0.3991 0.4522 0.98 1.5032 -0.0323 0.0323 NA NA 1 0.6656 -0.1924 0.1924 -0.1924 0.8076 1 1.0325 -0.2161 0.2161 -0.2161 0.7839 1 0.9978 0 0
1 187 377 0 0 0 0 0 1.0069 0 0.922 0.4455 0.4699 0.6366 0.8333 1.7559 0.8352 0.2904 0.5618 0.7341 0.85 2.1483 0.8412 0.4098 0.5431 0.65 0.65 1.415 0.0366 0.0366 NA NA 1 0.8554 -0.5084 0.5084 -0.5084 0.4916 0 0.7678 -0.5334 0.5334 -0.5334 0.4666 0 0.734 0 0
1 188 369 0 0 0 0 0 1.0021 0 0.961 -0.7711 0.8209 0.8794 0.8333 1.9255 0.831 -0.6676 0.7898 0.9597 0.7 2.4564 0.8529 -0.8382 0.8382 0.9243 0.47 1.4756 -0.3227 0.3227 NA NA 1 0.6568 -0.2103 0.2103 -0.2103 0.7897 1 1.1713 -0.3164 0.3164 -0.3164 0.6836 1 1.0371 0 0
1 189 581 0 0 0 0 0 1.0094 0 0.9718 -0.4357 0.4357 0.5109 0.9167 1.7771 0.8536 -0.4076 0.6009 0.7486 0.88 2.5249 0.8856 -0.3754 0.381 0.4992 0.85 1.6867 0.0686 0.0686 NA NA 1 0.6685 -0.0309 0.0309 -0.0309 0.9691 1 1.2853 -0.0677 0.0677 -0.0677 0.9323 1 1.2209 0 0
1 190 451 0 0 0 0 0 1.0059 0 0.9292 0.2782 0.4337 0.4847 1 1.7432 0.8798 0.2999 0.5191 0.6665 0.95 2.4685 0.9684 0.2049 0.2401 0.2858 1 1.6877 0.0761 0.0761 NA NA 1 0.6682 0.0113 0.0113 0.0113 1.0113 1 1.356 -0.0282 0.0282 -0.0282 0.9718 1 1.261 0 0
1 191 401 0 0 0 0 0 1.0027 0 0.8567 -1.0225 1.0225 1.1152 0.4167 1.9045 0.8316 -1.022 1.0989 1.2507 0.61 2.8005 0.8693 -1.2198 1.2198 1.2695 0.13 1.7744 0.0058 0.0058 NA NA 1 0.7214 0.112 0.112 0.112 1.112 1 1.5145 0.0723 0.0723 0.0723 1.0723 1 1.4597 0 0
1 192 422 0 0 0 0 0 1.0023 0 0.9291 -0.7624 0.7624 0.89 0.8333 1.8691 0.8519 -0.5952 0.7212 0.8709 0.84 2.563 0.8993 -0.6431 0.6445 0.7642 0.59 1.7271 0.1592 0.1592 NA NA 1 0.5946 0.083 0.083 0.083 1.083 1 1.3954 0.0267 0.0267 0.0267 1.0267 1 1.2896 0 0
1 193 430 0 0 0 0 0 1.0038 0 0.959 0.29 0.393 0.52 0.9167 1.7644 0.9076 0.2477 0.5026 0.6534 0.92 2.3305 0.9712 0.1074 0.1981 0.2279 1 1.5922 0.0779 0.0779 NA NA 1 0.6589 -0.2737 0.2737 -0.2737 0.7263 1 1.0041 -0.3007 0.3007 -0.3007 0.6993 1 0.9516 0 0
1 194 402 0 0 0 0 0 1.0038 0 0.9594 -0.0825 0.3085 0.3372 1 1.7794 0.8969 -0.1038 0.4633 0.584 0.96 2.3599 0.9437 -0.1093 0.2492 0.2878 1 1.5754 0.0638 0.0638 NA NA 1 0.6158 -0.1843 0.1843 -0.1843 0.8157 1 1.1413 -0.2098 0.2098 -0.2098 0.7902 1 1.0908 0 0
1 195 376 0 0 0 0 0 1.0023 0 0.8392 0.9268 0.9268 1.0774 0.5833 1.8534 0.9002 0.7157 0.7846 0.9266 0.79 2.4698 0.9648 0.6781 0.6781 0.7033 0.61 1.522 -0.2475 0.2475 NA NA 1 0.6429 -0.2605 0.2605 -0.2605 0.7395 1 1.071 -0.3251 0.3251 -0.3251 0.6749 1 1.0198 0 0
1 196 581 0 0 0 0 0 1.0028 0 0.9629 -0.2515 0.3592 0.4357 1 1.7306 0.8752 -0.2438 0.5233 0.6223 0.95 2.3843 0.9628 -0.373 0.373 0.4194 1 1.5484 -0.0966 0.0966 NA NA 1 0.7663 -0.2734 0.2734 -0.2734 0.7266 1 0.9996 -0.3071 0.3071 -0.3071 0.6929 1 0.9671 0 0
1 197 424 0 0 0 0 0 1.0035 0 0.9044 -0.9071 0.9071 1.0371 0.4167 1.7917 0.8385 -0.6564 0.8446 0.9989 0.7 2.249 0.9219 -0.7803 0.7803 0.8311 0.48 1.5036 -0.0684 0.0684 NA NA 1 0.7236 -0.5453 0.5453 -0.5453 0.4547 0 0.7296 -0.5628 0.5628 -0.5628 0.4372 0 0.7027 0 0
1 198 518 0 0 0 0 0 1.0089 0 0.9487 -0.6665 0.6665 0.7019 0.75 1.7563 0.8814 -0.6508 0.7377 0.8666 0.89 2.6737 0.9718 -0.6905 0.6905 0.7121 0.88 1.8834 0.141 0.141 NA NA 1 0.5894 0.2201 0.2201 0.2201 1.2201 1 1.6142 0.1627 0.1627 0.1627 1.1627 1 1.4967 0 0
